cellid,ftc_count_ 1,ftc_count_ 2,ftc_count_ 3,ftc_count_ 4,ftc_count_ 5,ftc_count_ 6,ftc_count_ 7,ftc_count_ 8,ftc_count_ 9,ftc_count_10,ftc_count_11,ftc_count_12,ftc_count_13,ftc_count_14,ftc_count_15,ftc_count_16,ftc_count_17,ftc_count_18,ftc_count_19,ftc_count_20,ftc_count_21,ftc_count_22,ftc_count_23,ftc_count_24,ftc_count_25,ftc_count_26,ftc_count_27,ftc_count_28,ftc_count_29,ftc_count_30,ftc_count_31,ftc_count_32,ftc_count_33,ftc_count_34,ftc_count_35,ftc_count_36,ftc_count_37,ftc_count_38,ftc_count_39,ftc_count_40,ftc_count_41,ftc_count_42,ftc_count_43,ftc_count_44,ftc_count_45,ftc_count_46,ftc_count_47,ftc_count_48,ftc_count_49,ftc_count_50,ftc_count_51,ftc_count_52,ftc_count_53,ftc_count_54,ftc_count_55,ftc_count_56,ftc_count_57,ftc_count_58,ftc_count_59,ftc_count_60,ftc_count_61,ftc_count_62,ftc_count_63,ftc_count_64,ftc_count_65,ftc_count_66,ftc_count_67,ftc_count_68,ftc_count_69,ftc_count_70,ftc_count_71,ftc_count_72,ftc_count_73,ftc_count_74,ftc_count_75,ftc_count_76,ftc_count_77,ftc_count_78,ftc_count_79,ftc_count_80,ftc_count_81,ftc_count_82,ftc_count_83,ftc_count_84,ftc_count_85,ftc_count_86,ftc_count_87,ftc_count_88,ftc_count_89,ftc_count_90,ftc_count_91,ftc_count_92,ftc_count_93,ftc_count_94,ftc_count_95,ftc_count_96,ftc_time_ 1,ftc_time_ 2,ftc_time_ 3,ftc_time_ 4,ftc_time_ 5,ftc_time_ 6,ftc_time_ 7,ftc_time_ 8,ftc_time_ 9,ftc_time_10,ftc_time_11,ftc_time_12,ftc_time_13,ftc_time_14,ftc_time_15,ftc_time_16,ftc_time_17,ftc_time_18,ftc_time_19,ftc_time_20,ftc_time_21,ftc_time_22,ftc_time_23,ftc_time_24,ftc_time_25,ftc_time_26,ftc_time_27,ftc_time_28,ftc_time_29,ftc_time_30,ftc_time_31,ftc_time_32,ftc_time_33,ftc_time_34,ftc_time_35,ftc_time_36,ftc_time_37,ftc_time_38,ftc_time_39,ftc_time_40,ftc_time_41,ftc_time_42,ftc_time_43,ftc_time_44,ftc_time_45,ftc_time_46,ftc_time_47,ftc_time_48,ftc_time_49,ftc_time_50,ftc_time_51,ftc_time_52,ftc_time_53,ftc_time_54,ftc_time_55,ftc_time_56,ftc_time_57,ftc_time_58,ftc_time_59,ftc_time_60,ftc_time_61,ftc_time_62,ftc_time_63,ftc_time_64,ftc_time_65,ftc_time_66,ftc_time_67,ftc_time_68,ftc_time_69,ftc_time_70,ftc_time_71,ftc_time_72,ftc_time_73,ftc_time_74,ftc_time_75,ftc_time_76,ftc_time_77,ftc_time_78,ftc_time_79,ftc_time_80,ftc_time_81,ftc_time_82,ftc_time_83,ftc_time_84,ftc_time_85,ftc_time_86,ftc_time_87,ftc_time_88,ftc_time_89,ftc_time_90,ftc_time_91,ftc_time_92,ftc_time_93,ftc_time_94,ftc_time_95,ftc_time_96,spont_count_ 1,spont_count_ 2,spont_count_ 3,spont_count_ 4,spont_count_ 5,spont_count_ 6,spont_count_ 7,spont_count_ 8,spont_count_ 9,spont_count_10,spont_count_11,spont_count_12,spont_count_13,spont_count_14,spont_count_15,spont_count_16,spont_count_17,spont_count_18,spont_count_19,spont_count_20,spont_count_21,spont_count_22,spont_count_23,spont_count_24,spont_count_25,spont_count_26,spont_count_27,spont_count_28,spont_count_29,spont_count_30,spont_count_31,spont_count_32,spont_count_33,spont_count_34,spont_count_35,spont_count_36,spont_count_37,spont_count_38,spont_count_39,spont_count_40,spont_count_41,spont_count_42,spont_count_43,spont_count_44,spont_count_45,spont_count_46,spont_count_47,spont_count_48,spont_count_49,spont_count_50,spont_count_51,spont_count_52,spont_count_53,spont_count_54,spont_count_55,spont_count_56,spont_count_57,spont_count_58,spont_count_59,spont_count_60,spont_count_61,spont_count_62,spont_count_63,spont_count_64,spont_count_65,spont_count_66,spont_count_67,spont_count_68,spont_count_69,spont_count_70,spont_count_71,spont_count_72,spont_count_73,spont_count_74,spont_count_75,spont_count_76,spont_count_77,spont_count_78,spont_count_79,spont_count_80,spont_count_81,spont_count_82,spont_count_83,spont_count_84,spont_count_85,spont_count_86,spont_count_87,spont_count_88,spont_count_89,spont_count_90,spont_count_91,spont_count_92,spont_count_93,spont_count_94,spont_count_95,spont_count_96,spont_time_ 1,spont_time_ 2,spont_time_ 3,spont_time_ 4,spont_time_ 5,spont_time_ 6,spont_time_ 7,spont_time_ 8,spont_time_ 9,spont_time_10,spont_time_11,spont_time_12,spont_time_13,spont_time_14,spont_time_15,spont_time_16,spont_time_17,spont_time_18,spont_time_19,spont_time_20,spont_time_21,spont_time_22,spont_time_23,spont_time_24,spont_time_25,spont_time_26,spont_time_27,spont_time_28,spont_time_29,spont_time_30,spont_time_31,spont_time_32,spont_time_33,spont_time_34,spont_time_35,spont_time_36,spont_time_37,spont_time_38,spont_time_39,spont_time_40,spont_time_41,spont_time_42,spont_time_43,spont_time_44,spont_time_45,spont_time_46,spont_time_47,spont_time_48,spont_time_49,spont_time_50,spont_time_51,spont_time_52,spont_time_53,spont_time_54,spont_time_55,spont_time_56,spont_time_57,spont_time_58,spont_time_59,spont_time_60,spont_time_61,spont_time_62,spont_time_63,spont_time_64,spont_time_65,spont_time_66,spont_time_67,spont_time_68,spont_time_69,spont_time_70,spont_time_71,spont_time_72,spont_time_73,spont_time_74,spont_time_75,spont_time_76,spont_time_77,spont_time_78,spont_time_79,spont_time_80,spont_time_81,spont_time_82,spont_time_83,spont_time_84,spont_time_85,spont_time_86,spont_time_87,spont_time_88,spont_time_89,spont_time_90,spont_time_91,spont_time_92,spont_time_93,spont_time_94,spont_time_95,spont_time_96,pupil_ 1,pupil_ 2,pupil_ 3,pupil_ 4,pupil_ 5,pupil_ 6,pupil_ 7,pupil_ 8,pupil_ 9,pupil_10,pupil_11,pupil_12,pupil_13,pupil_14,pupil_15,pupil_16,pupil_17,pupil_18,pupil_19,pupil_20,pupil_21,pupil_22,pupil_23,pupil_24,pupil_25,pupil_26,pupil_27,pupil_28,pupil_29,pupil_30,pupil_31,pupil_32,pupil_33,pupil_34,pupil_35,pupil_36,pupil_37,pupil_38,pupil_39,pupil_40,pupil_41,pupil_42,pupil_43,pupil_44,pupil_45,pupil_46,pupil_47,pupil_48,pupil_49,pupil_50,pupil_51,pupil_52,pupil_53,pupil_54,pupil_55,pupil_56,pupil_57,pupil_58,pupil_59,pupil_60,pupil_61,pupil_62,pupil_63,pupil_64,pupil_65,pupil_66,pupil_67,pupil_68,pupil_69,pupil_70,pupil_71,pupil_72,pupil_73,pupil_74,pupil_75,pupil_76,pupil_77,pupil_78,pupil_79,pupil_80,pupil_81,pupil_82,pupil_83,pupil_84,pupil_85,pupil_86,pupil_87,pupil_88,pupil_89,pupil_90,pupil_91,pupil_92,pupil_93,pupil_94,pupil_95,pupil_96,frequency_ 1,frequency_ 2,frequency_ 3,frequency_ 4,frequency_ 5,frequency_ 6,frequency_ 7,frequency_ 8,frequency_ 9,frequency_10,frequency_11,frequency_12,frequency_13,frequency_14,frequency_15,frequency_16,frequency_17,frequency_18,frequency_19,frequency_20,frequency_21,frequency_22,frequency_23,frequency_24,frequency_25,frequency_26,frequency_27,frequency_28,frequency_29,frequency_30,frequency_31,frequency_32,frequency_33,frequency_34,frequency_35,frequency_36,frequency_37,frequency_38,frequency_39,frequency_40,frequency_41,frequency_42,frequency_43,frequency_44,frequency_45,frequency_46,frequency_47,frequency_48,frequency_49,frequency_50,frequency_51,frequency_52,frequency_53,frequency_54,frequency_55,frequency_56,frequency_57,frequency_58,frequency_59,frequency_60,frequency_61,frequency_62,frequency_63,frequency_64,frequency_65,frequency_66,frequency_67,frequency_68,frequency_69,frequency_70,frequency_71,frequency_72,frequency_73,frequency_74,frequency_75,frequency_76,frequency_77,frequency_78,frequency_79,frequency_80,frequency_81,frequency_82,frequency_83,frequency_84,frequency_85,frequency_86,frequency_87,frequency_88,frequency_89,frequency_90,frequency_91,frequency_92,frequency_93,frequency_94,frequency_95,frequency_96
BOL005c-37-1,3,6,5,11,12,6,8,5,21,13,3,2,0,2,4,7,8,4,2,6,16,5,5,4,30,29,9,5,7,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,2.58,2.48,2.4,2.59,2.46,2.51,2.51,2.6,2.04,2.18,2.17,2.56,1.68,2.18,2.46,2.61,2.22,2.32,2.4,2.21,2.34,2.29,2.29,2.2,2.76,2.62,2.63,2.24,3.12,2.62,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,3008,3618,4353,5236,6300,7579,9117,10968,13195,15874,19097,22974,27638,33250,40000,2500,3008,3618,4353,5236,6300,7579,9117,10968,13195,15874,19097,22974,27638,33250,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL005c-44-1,84,108,78,51,66,61,45,37,65,45,34,23,31,24,26,34,119,109,107,66,72,65,55,59,65,63,77,52,41,80,60,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,2.58,2.48,2.4,2.59,2.46,2.51,2.51,2.6,2.04,2.18,2.17,2.56,1.68,2.18,2.46,2.61,2.22,2.32,2.4,2.21,2.34,2.29,2.29,2.2,2.76,2.62,2.63,2.24,3.12,2.62,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,3008,3618,4353,5236,6300,7579,9117,10968,13195,15874,19097,22974,27638,33250,40000,2500,3008,3618,4353,5236,6300,7579,9117,10968,13195,15874,19097,22974,27638,33250,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL005c-48-1,3,2,2,5,5,2,0,4,12,4,3,0,1,4,2,0,1,1,0,2,3,2,2,3,7,11,0,2,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,2.58,2.48,2.4,2.59,2.46,2.51,2.51,2.6,2.04,2.18,2.17,2.56,1.68,2.18,2.46,2.61,2.22,2.32,2.4,2.21,2.34,2.29,2.29,2.2,2.76,2.62,2.63,2.24,3.12,2.62,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,66.03,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,85.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,3008,3618,4353,5236,6300,7579,9117,10968,13195,15874,19097,22974,27638,33250,40000,2500,3008,3618,4353,5236,6300,7579,9117,10968,13195,15874,19097,22974,27638,33250,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL006b-02-1,1,0,0,1,0,1,0,0,1,0,1,0,0,2,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,2.17,2.05,1.9,2.25,2.41,2.66,1.94,2.48,2.22,2.35,2.71,2.16,2.16,2.19,2.46,2.67,2.63,2.75,2.9,2.55,2.39,2.14,2.62,2.32,2.58,2.45,2.09,2.64,2.64,2.61,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL006b-07-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.85,2.07,2.42,2.4,2.15,2.25,2.49,2.33,2.77,2.05,2.55,2.25,2.27,2.63,2.03,2.21,1.95,2.73,2.38,2.4,2.17,2.55,2.31,2.47,2.03,2.75,2.01,2.55,2.53,2.17,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL006b-11-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.21,2.46,2.68,2.21,2.52,2.17,2.28,2.23,2.12,2.58,1.96,2.7,2.32,2.41,2.27,2.58,2.59,2.34,2.12,2.59,2.04,2.63,2.52,2.57,2.68,2.22,2.84,2.1,2.48,2.39,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL006b-13-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.21,2.46,2.68,2.21,2.52,2.17,2.28,2.23,2.12,2.58,1.96,2.7,2.32,2.41,2.27,2.58,2.59,2.34,2.12,2.59,2.04,2.63,2.52,2.57,2.68,2.22,2.84,2.1,2.48,2.39,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL006b-16-1,27,31,43,34,35,36,42,51,89,61,75,113,94,118,126,72,37,40,43,26,50,29,58,74,135,128,85,210,80,133,158,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.21,2.46,2.68,2.21,2.52,2.17,2.28,2.23,2.12,2.58,1.96,2.7,2.32,2.41,2.27,2.58,2.59,2.34,2.12,2.59,2.04,2.63,2.52,2.57,2.68,2.22,2.84,2.1,2.48,2.39,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL006b-18-1,3,5,13,4,6,7,14,13,17,17,4,1,3,1,2,0,5,24,23,10,10,11,6,15,26,21,4,3,0,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.21,2.46,2.68,2.21,2.52,2.17,2.28,2.23,2.12,2.58,1.96,2.7,2.32,2.41,2.27,2.58,2.59,2.34,2.12,2.59,2.04,2.63,2.52,2.57,2.68,2.22,2.84,2.1,2.48,2.39,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL006b-18-2,177,140,191,252,255,296,242,234,206,194,160,127,150,144,149,85,203,187,171,230,323,238,305,240,286,234,128,219,121,184,164,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.21,2.46,2.68,2.21,2.52,2.17,2.28,2.23,2.12,2.58,1.96,2.7,2.32,2.41,2.27,2.58,2.59,2.34,2.12,2.59,2.04,2.63,2.52,2.57,2.68,2.22,2.84,2.1,2.48,2.39,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,76.97,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,75.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,125,165,218,287,379,500,660,871,1149,1516,2000,2639,3482,4595,6063,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
